id,name,description
174,دهه 1940 میلادی,آثار ادبی در دهه ای که بخش عمده ی سال های کابوس وار جنگ جهانی دوم را در خود جای داده بود، توجه ویژه ای به رنج ها و دگردیسی های اجتماعی و فرهنگی ناشی شده از جنگ داشتند. نویسندگان در این دوره، از زوایای متعدد و گوناگونی به مسئله ی جنگ پرداختند و در آثار خود، این پدیده ی شوم را تقبیه کردند و بر روحیه ی مقاومت و امید به آینده تأکید داشتند.
159,ادبیات لهستان,ادبیات لهستان، جایگاه ویژه ای در فرهنگ این کشور و قاره ی اروپا دارد. آثار هنری خلق شده در لهستان، برای قرن ها آینه ی تمام نمای فراز و نشیب های تاریخ این کشور بوده و در بسیاری از اوقات، هویت سیاسی و فرهنگی این ملت را حفظ کرده است.
129,داستان دینی,داستان دینی به آثاری اطلاق می گردد که بیانگر دیدگاه و آرا، و منعکس کننده ی مضامین کتب الهی و تاریخ پیامبران باشند. تمرکز اصلی این آثار داستانی، مسائل مربوط به مذهب و تأثیرات آن در زندگی شخصیت های داستان است.
21,داستان ماجرایی,داستان ماجرایی، یکی از انواع داستان های واقع گرا است که به دلیل تحرک و ماجراپردازی با روحیه ی ماجراجویی نوجوانان بسیار همخوانی دارد. با وجود این که معمولا داستان های واقع گرا به رویدادهای عادی زندگی می پردازند، ولی در نوع ماجرایی این داستان ها، با اتفاقاتی روبه رو هستیم که علیرغم امکان به وقوع پیوستن آن ها، جزء ماجراهای روزمره به حساب نمی آیند. این داستان ها معمولا حول محور اتفاقات می چرخند و نه شخصیت ها؛ گرچه شخصیت ها نیز محور ماجرا پردازی واقع می شوند. ماجراها گاه پلیسی هستند، گاه مرموز، و زمانی هم جنگی و مربوط به وقایع غیر مترقبه.
127,داستان درام,داستان درام ژانری در ادبیات است که در آن کاراکترهای قصه در چارچوبی واقعی با مشکلات احساسی روبرو می شوند. در این گونه از ادبیات، داستان ها معمولا در بستری واقع گرایانه روایت می شوند و به مشکلات درونی و یا روابط انسان ها پرداخته می شود.
1109,فهرست کتاب های برگزیده «اپرا وینفری»,«اپرا وینفری»، مجری آمریکایی شناخته شده، در سال 1996 شروع فعالیت «باشگاه کتاب اپرا» را در برنامه ی تلویزیونی خود اعلام کرد. فهرست کتاب های برگزیده در «باشگاه کتاب اپرا» از آن زمان تا کنون، بیش از 80 کتاب را در خود جای داده و به لیستی جذاب برای علاقه مندان به ادبیات تبدیل شده است. کتاب های موجود در این فهرست که ترکیبی از آثار داستانی و غیرداستانی هستند، همگی در زمره ی آثار موفق در دهه های اخیر قرار دارند.
985,پرفروش ترین های چاپ 1400,در این بخش، می توانید پرفروش ترین کتاب هایی که در سال 1400 چاپ شده اند را از نظر بگذرانید. این کتاب ها، گلچینی هستند که توسط خوانندگان در سراسر ایران به وجود آمده اند و بیشترین خواننده را در میان خیل عناوین ارزشمند دنیای قلم داشته اند. انتخاب از میان این آثار، کار دشواری نیست !
108,داستان روانشناسانه,داستان روانشناسانه، معمولا با محوریت موضوعات روانشناسی نوشته می شود. در بیشتر داستان های روانشناسی، نویسنده به دنبال مطرح کردن مسائل روانشناسانه در داستان است. در این گونه از آثار، که در چند سال گذشته از محبوبیت فوق العاده بالایی برخوردار شده اند، سوالات بنیادین روانشناسانه مطرح و ذهن و ضمیر شخصیت های داستان، به واکاوی و کنکاش گذاشته می شود.
814,فهرست برترین رمان های تریلر,داستان های تریلر که آثاری سرشار از تعلیق و ماجراجویی هستند، مخاطبین را در دنیایی پر از هیجان غرق می کنند و به نظر می رسد میزان جذابیت آن ها، رابطه ی مستقیمی با افزایش سرعت تپش قلب مخاطبین دارد! بهترین رمان های تریلر همیشه پر از پیچ و خم های شوک آور، پایان های غافلگیرکننده و داستان هایی اسرارآمیز هستند و ذهن مخاطبین را تا مدت ها پس از پایان، به خود مشغول نگه می دارند. فهرست پیش رو، دربردارنده ی برترین رمان های تریلر است که از ترکیب فهرست های Goodreads و Penguin Random House به وجود آمده است.
889,فهرست برترین رمان های روانشناسانه,شاید گاهی اوقات بخواهید به سطحی عمیق تر از ذهن افراد پیرامون خود وارد شوید و بتوانید غیرمنطقی ترین و نامعمول ترین رفتارها، افکار و جهان بینی های آنان را تفسیر کنید. در ادبیات داستانی جهان، رمان های روانشناسانه ی زیادی وجود دارند که مخاطبین را در جهان درونی و ذهنیت برخی از عجیب ترین کاراکترها غرق می کنند. فهرست پیش رو، برترین رمان های روانشناسانه در ادبیات جهان را شامل می شود و از ترکیب فهرست های Brightside – Alibris و MysteryTribune به وجود آمده است.
67,جایزه ی برام استوکر,جایزه ی برام استوکر (bram stoker) ، جایزه ای ادبی است که همه ساله توسط انجمن نویسندگان ژانر وحشت، به اثری با «دستاورد برتر» در ژانر فانتزی نوآر و وحشت داده می شود. این جایزه در سال 1987 بنیان گذاری شده است و برندگان آن، توسط رأی اعضای فعال انجمن مشخص می شوند. عنوان این جایزه، یادآور نام و خاطره-ی نویسنده ی ایرلندی ژانر وحشت و نگارنده ی رمان دراکولا، برام استوکر می باشد.
314,دهه 1830 میلادی,دهه ی 1830 میلادی به خاطر اتفاقاتی چون انقلاب فرانسه، جنگ استقلال طلبی ایالت تگزاس، انتشار اولین رمان چارلز دیکنز و البته به چاپ رسیدن رمان تأثیرگذار الیور توییست، و انتشار رمان گوژپشت نوتردام از ویکتور هوگو، در زمره ی مهمترین دهه های قرن نوزدهم قرار می گیرد.
368,برترین کتاب های تاریخ انجمن کتاب نروژ,انجمن کتاب نروژ طی یک نظرسنجی از صد نویسنده ی برجسته از 54 کشور مختلف، فهرست ارزشمندی را تهیه کرد که با نام لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ شناخته می شود. گفتنی است که این فهرست، ادبیات همه ی جهان را دربر می گیرد و محدود به مکان یا دوره ی زمانی خاصی نیست. در این نظرسنجی، کتاب دون کیشوت با کسب بیشترین آرا در صدر قرار گرفت در حالی که برای سایر آثار، رده بندی وجود ندارد. کارلوس فوئنتس، پل آستر، اورهان پاموک، میلان کوندرا، جان اروینگ و وی. اس. نیپال و از ایران محمود دولت آبادی و سیمین بهبهانی نیز از جمله نویسنده های شناخته شده ای هستند که در این نظرسنجی شرکت کردند.
730,1001 رمانی که باید قبل از مرگ بخوانید,این فهرست بلندبالا و ارزشمند، مرجعی ادبی از کتاب های داستانی است که توسط بیش از صد منتقد و پژوهشگر ادبیات از سراسر جهان به وجود آمده و پیتر باکسل، استاد زبان انگلیسی در دانشگاه ساسکس در انگلستان، آن را ویرایش کرده است. فهرست «1001 رمانی که باید قبل از مرگ بخوانید» از بهترین رمان ها و داستان های کوتاه سراسر جهان در تمام اعصار تشکیل شده است.*این فهرست در سایت ایران کتاب در حال تکمیل می باشد*
124,داستان جنگی,داستان جنگی، به گونه ای از ادبیات اطلاق می شود که میدان جنگ و یا محیطی غیرجنگی در زمان نبرد را به عنوان طرح اصلی داستان خود برگزیده است. شخصیت های این داستان ها، یا در زمان جنگ به سر می برند و یا دوران پس از نبرد را سپری می کنند. بسیاری از داستان های جنگی در طبقه بندی داستان های تاریخی نیز قرار می گیرند.
177,دهه 1910 میلادی,هنر، به ویژه ادبیات و تئاتر، در خلال دومین دهه از قرن بیستم، روندی از تغییرات در فرم و محتوا را تجربه کرد که بعدها «رنسانس کوچک» نامیده شد. بسیاری از هنرمندان در این دهه، به تفاسیر انتزاعی و غیرواقعی از موضوعات مختلف علاقه نشان دادند و محتوای آثار هنری از موضوعاتی جدی تر چون طبیعت و مذهب به سوی موضوعات عام تر و روزمره تر سوق داده شد.
336,تکنولوژی,آثار مربوط به تکنولوژی عمدتا به تشریح و توضیح موضوعاتی چون روش ها و فرآیندهای به کار رفته در تولید کالاها و خدمات مبتنی بر فناوری، تأثیر تکنولوژی بر زندگی کنونی و آینده ی نوع بشر و سایر رویدادهای مربوط به این حوزه می پردازند.
836,فهرست برترین آثار روانشناسی,خواندن برترین آثار روانشناسی، بینشی ارزشمند را درباره ی ساز و کارهای ذهن در اختیار ما قرار می دهد. در حالی که به شکلی بی پایان می توانیم اطلاعاتی جدید را درباره ی دنیایی به دست آوریم که در خارج از ما وجود دارد، تنها از طریق نگاه به درون است که به شکلی حقیقی از انگیزه ها، عواطف و خواسته هایی آگاه می شویم که رفتارهای روزمره ی ما را شکل می دهند. فهرست پیش رو، دربردارنده ی برترین آثار روانشناسی است که از ترکیب فهرست های Goodreads و Sparring Mind به وجود آمده است.
131,ادبیات رئالیسم جادویی,رئالیسم جادویی، یکی از شاخه های واقع گرایی (رئالیسم) در مکاتب ادبی است که در آن ساختارهای واقعیت دگرگون می شوند و دنیایی واقعی اما با روابط علت و معلولی خاص خود آفریده می شود. در داستان هایی که به سبک واقع گرایی جادویی نوشته شده اند، همه چیز عادی است اما یک عنصر جادویی و غیرطبیعی در آن ها وجود دارد. رئالیسم جادویی اغلب با ادبیات آمریکای لاتین، به خصوص نویسندگانی چون میگوئل آنخل آستوریاس، خورخه لوییس بورخس، گابریل گارسیا مارکز، شناخته می شود.
272,جایزه ی مایکل ال. پرینتز,جایزه ی مایکل ال. پرینتز، جایزه ای ادبی وابسته به انجمن کتابخانه های آمریکاست که همه ساله به ارزشمندترین اثر ادبی نوشته شده برای نوجوانان داده می شود. نام این جایزه، به افتخار مایک پرینتز، کتابدار مدرسه و عضو فعال و پرسابقه ی این انجمن انتخاب شده است. این جایزه که در سال 2000 بنیان نهاده شد، به منظور رقابت با جایزه ی بزرگ و معتبر نیوبری به وجود آمد.
868,فهرست برترین کتاب ها درباره کتاب ها,راه های زیادی برای نشان دادن عشقمان به کتاب ها وجود دارد—از مطالعه ی آثار مورد علاقه مان گرفته تا هدیه دادن آن ها، و یا قرض دادن کتاب ها به افرادی که مورد اعتمادمان هستند. اما راه دیگر برای این کار، خواندن برترین کتاب ها درباره ی کتاب ها است: آثاری که از اهمیت کتاب ها در زندگی انسان سخن می گویند، به ما می آموزند که چگونه به کتابخوان بهتری تبدیل شویم، و البته جهان هایی متفاوت را برای ما آشکار می کنند. این فهرست که از ترکیب لیست های BookRiot، Goodreads و Penguin Random House به وجود آمده و برترین کتاب ها درباره ی کتاب ها را در خود جای داده، نکوداشتی از عشق مخاطبین به ادبیات است.
171,دهه 1970 میلادی,ادبیات در دهه ی 1970 میلادی، شامل طیف گسترده ای از نویسندگان و ژانرها می شود. شعر، رمان و داستان کوتاه، قالب های اصلی بیان احساسات هنرمندان در این دهه هستند و بسیاری از رمان های نوشته شده در دهه ی 1970، موضوع «بیگانگی انسان از ریشه های معنوی خود» را در مرکز توجه قرار داده اند.
180,ادبیات پرتغال,ادبیات پرتغال، با داشتن گنجینه ای متنوع از شعر و نثر، از ادبیات کشورهای دیگر متمایز می شود. نویسندگان بزرگی از گذشته تاکنون در این ادبیات هنرنمایی کرده اند که سرآمد آن ها در زمان معاصر، برنده ی جایزه ی نوبل ادبیات، ژوزه ساراماگو است.
885,فهرست برترین مجموعه داستان های کوتاه,اگر به دنبال خواندن داستان های جذاب و به یاد ماندنی هستید اما حوصله یا وقت کافی برای یک رمان کامل را ندارید، مجموعه داستان های کوتاه، بهترین راه حل برای شما هستند؛ داستان هایی که لذت مطالعه را در زمانی بسیار کوتاه به مخاطبین می چشانند. فهرست پیش رو، از ترکیب لیست های ارائه شده در سایت های BookRiot – Goodreads و Reedsy به وجود آمده و دربردارنده ی برترین مجموعه داستان های کوتاه از ادبیات سراسر جهان است. برخی از این داستان ها پایانی خوش دارند و برخی نیز کاملا عجیب به نظر می رسند، اما می توانید اطمینان داشته باشید که همگی به یاد ماندنی هستند!
449,جایزه ا هنری,جایزه ا هنری، جایزه ای ادبی و آمریکایی است که همه ساله به برترین کتاب داستان کوتاه تعلق می گیرد. عنوان این جایزه از نام نویسنده ی آمریکایی و برجسته ی داستان های کوتاه، ا هنری، برگرفته شده و هدف آن، حمایت از هنر نوشتن داستان های کوتاه بیان شده است.
359,جایزه ی نمایشنامه ی حلقه ی منتقدین نیویورک,جایزه ی نمایشنامه ی حلقه ی منتقدین نیویورک، جایزه ای ادبی است که توسط بیست و دو منتقد نمایشنامه از روزنامه ها، مجلات و سایر رسانه ها در نیویورک به برترین نمایشنامه ی سال داده می شود. این مجمع در سال 1935 شکل گرفت و آدام فلدمان از سال 2005 ریاست آن را بر عهده داشته است.
684,بهترین نمایشنامه ها در تمام دوران,در بین ژانرهای ادبی، ادبیات نمایشی قدمتی چند هزارساله دارد و به همراه شعر از قدیمی ترین انواع ادبی به حساب می آید. قدیمی ترین نمایشنامه های موجود به یونان باستان و نوشته های اشیل ( اسکلس)، خالق تراژدی «ایرانیان» برمی گردند.آیا می توان تنها به این دلیل که عنوان نمایشنامه ای به طور مداوم تکرار می شود، آن را در ردیف “بهترین” ها قرار داد؟ ” خب، نه واقعا. اگر نمایشنامه ای برنده جایزه تونی – جایزه آنتوانت – جایزه ی پولیتزر بشود، قرار است آن نمایشنامه به صورت خودکار در این فهرست قرار گیرد؟ مسلما نه. عوامل دیگری از قبیل اهمیت تاریخی و نفوذ آن در انتخاب این آثار نقشی کلیدی داشته اند.
191,جایزه ی نشان نیوبری,نشان نیوبری (Newbery Medal)، نخستین جایزه ی ادبی کتاب کودکان در دنیا است و به نام جان نیوبری، ناشر سده ی ۱۸ نام گذاری شده است. این جایزه از سال ۱۹۲۲ به پیشنهاد فریدریک میلچر مدیر موسسه ی انتشارات آر.آر.باکر از سوی انجمن کتابخانه های آمریکا، هر سال به نویسنده ای تعلق می گیرد که برجسته ترین اثر داستانی را در حوزه ی ادبیات کودکان آمریکا پدید آورده باشد. وظیفه ی انتخاب آثار برتر بر عهده ی اعضای انجمن خدمات کتابخانه برای کودکان است. فهرستی از کتاب های برگزیده نیز هر سال از سوی کمیته ی جایزه ی نیوبری اعلام می شود و برندگان هر سال در ماه ژانویه اعلام می شوند. این جایزه همراه با نشان کالدکوت از باارزش ترین جایزه های ادبی در حوزه ی ادبیات کودک در آمریکا به شمار می آید. هدف از اهدای این جایزه، تشویق پدید آورندگان برتر کتاب کودک، تشویق کتابداران به خدمت رسانی بهتر برای کودکان و علاقه مند کردن کودکان به ادبیات است.
206,تازه های ایران کتاب,ایران کتاب، رسالت خود را ارائه ی اطلسی جامع از برترین کتاب ها و معتبرترین جوایز ادبی سراسر دنیا می داند و بر آن است تا با خلق آرمان شهری ادبی، بهترین ها را در اختیار علاقه مندان قرار دهد.جدیدترین عناوین برتر دنیای کتاب را در بخش تازه های ایران کتاب می توانید ببیند. تازه ترین کتاب های اضافه شده که همگی جزء ارزشمندترین و برترین آثار در ژانر مخصوص به خود هستند، انتخاب را برای کسانی که همیشه به دنبال خواندن کتاب های بیشتر هستند، ساده تر از هر زمان دیگری کرده است.با انتخاب از میان آثار متنوع و دست چین شده ی ایران کتاب، می توانید مطمئن باشید که کتابی که در دست دارید، ارزش زمانی که برای آن صرف می کنید را دارد.
381,کتاب هایی که زندگی تان را دگرگون خواهند کرد,بیشتر ما انسان ها پس از ورود به دوران بزرگسالی و وارد شدن به جامعه، سرزندگی و خلاقیت دوران کودکی مان را از دست می دهیم و در کاغذبازی ها و اضطراب های بی پایان دنیای بزرگسالان اسیر می شویم. فهرست پیش رو، دربردارنده ی کتاب هایی پرفروش و بسیار موفق در سطح جهان است که می توانند با آموزش دوباره ی خلاقیت و راه های رسیدن به زندگی شاد و رضایتمندانه به مخاطبین، بینشمان را نسبت به زندگی خود و اطرافیانمان دگرگون سازند و ما را وارد دنیایی جدید از ایده ها و تفکرات مبتکرانه و کاربردی کنند. اگر به دنبال ایجاد تغییرات مثبت در زندگی تان هستید، این فهرست، درست برای شما است.
59,جایزه ی ایمپک دوبلین,"جایزه ی ایمپک دوبلین(به انگلیسی: International IMPAC Dublin Literary Award) جایزه ی بین المللی ادبیات است که در هرسال به یک کتاب داستانی تعلق می گیرد. این جایزه از نظر مبلغ، یکی از گرانترین جوایز ادبی است که سالانه به یک نفر پرداخت می شود.این جایزه در سال ۱۹۹۴ میلادی توسط کتابخانه ی ملی دوبلین طراحی و به کمک شهرداری و شورای شهر دوبلین و پشتیبانی موسسه ی IMPAC برقرار شده است. کتاب ها توسط تعداد زیادی از کتابخانه های سراسر جهان برای دریافت جایزه، نامزد می گردند، سپس گروه داوران در مرحله ی اول ده کتاب را انتخاب و در نهایت یکی از آن ها برنده ی نهایی را اعلام می نماید. درسال ۲۰۱۲ و ۲۰۱۳ بیش از ۱۵۰ کتابخانه ی مختلف از ۴۷ کشور جهان، کتاب مورد انتخاب خود را فرستاده بودند. مبلغ 100,000 یورو به عنوان جایزه ی نقدی به نویسنده ی کتاب به زبان انگلیسی داده می شود. اگر کتاب از زبان های دیگر به انگلیسی ترجمه شده باشد، به نویسنده ۷۵۰۰۰ یورو و به مترجم ۲۵۰۰۰ یورو تعلق خواهد گرفت و به نویسنده، لوح یادبود اهدا خواهد شد."
435,فهرست برترین آثار داستانی ایران,این فهرست، دربردارنده ی برترین، تأثیرگذارترین و پرطرفدارترین آثار داستانی نوشته شده توسط نویسندگان بزرگ ایران، چهره هایی شاخص همچون صادق هدایت، عباس معروفی، بزرگ علوی، جلال آل احمد، سیمین دانشور و بسیاری دیگر است و در آن می توان بهترین داستان های ادبیات غنی کشورمان را یافت.
687,جایزه ی ادبی جلال آل احمد,جایزه ادبی جلال آل احمد یک جایزه ادبی دولتی است که به منظور معرفی آثار برگزیده ادبیات داستانی در ایران پایه گذاری شده است. این جایزه به نام جلال آل احمد نویسنده مشهور ایرانی، و از بزرگترین روشنفکران معاصر جهان نام گذاری شده است و با تصویب شورای عالی انقلاب فرهنگی در سال ۱۳۸۷ نخستین دوره خود را در سال روز تولد آل احمد آغاز کرد.
25,جایزه نوبل ادبیات,جایزه ی نوبل ادبیات (Nobel Prize in Literature) یکی از پنج جایزه ی نوبل و یکی از معروف ترین جوایز ادبی است و هر سال به نویسنده ای داده می شود که به گفته ی آلفرد نوبل، برجسته ترین اثر با گرایش آرمان خواهانه را نوشته باشد.منظور از «اثر»، معمولا مجموعه ی کارهای نویسنده است، اگرچه گاه در متن مربوط به جایزه از آثار مشخص نیز نام برده شده است.بر اساس وصیت نامه ی آلفرد نوبل، این جایزه هر سال باید به کسی اعطا شود که «در حوزه ی ادبیات، برجسته ترین مجموعه آثار را در جهتی آرمانی یا ایده آل» خلق کرده باشد.آکادمی سوئد برنده را تعیین می کند و در اوایل اکتبر هر سال، آن را اعلام می دارد.
247,ادبیات سوئیس,به دلیل عدم وجود زبان ملی، ادبیات سوئیس از چهار زبان فرانسوی، ایتالیایی، آلمانی و رومانش تشکیل شده است. ادبیات سوئیس با ظهور نویسندگان بزرگی چون برندگان جایزه ی نوبل ادبیات کارل اشپیتلر و هرمان هسه، جان دوباره ای گرفت و نام خود را در ادبیات اروپا مطرح کرد.
98,ادبیات هند,هندوستان به سرزمین هفتاد و دو ملت مشهور است و ادبیات این کشور نیز، طیف وسیعی از موضوعات و مسائل را پوشش می دهد. ادبیات هند همیشه در حال تغییر و تحول بوده و تاریخ کهن این کشور، نشان می دهد که آثار هنری خلق شده در هندوستان، علاوه بر قوه ی خیال و ذوق هنری نویسندگان، تأثیرات بسزایی از فرهنگ های خارجی چون ایران و به خصوص انگلیس گرفته است.
96,ادبیات ایرلند,ادبیات ایرلند پس از ادبیات لاتین و یونان، کهن ترین ادبیات اروپا به حساب می آید. ظهور مفهوم «سنت های دوگانه» در آثار ادبی ایرلند در شکل دهی و قالب بندی آثار نوشته شده به زبان انگلیسی، که زبان استعمارگران ایرلند بود، نقش بسزایی ایفا کرد. ادبیات ایرلند، علیرغم داشتن ویژگی های زبانی و ملی منحصر به فرد و نویسندگان بزرگ و تأثیرگذاری چون جیمز جویس، به شکل اجتناب ناپذیری به ادبیات انگلیس گره خورده است.
199,دهه 1890 میلادی,دهه ی 1890 میلادی، دوره ای بود که موضوعاتی چون زوال قدرت های جهانی، فمینیسم، داستان های ناتورالیستی و داستان های فانتزی در آن جایگاه ویژه ای داشتند. در این دهه همچنین، ظهور فناوری چاپ در رشد و گسترش ادبیات نقش بسزایی داشت و باعث افزایش تعداد مخاطبین شد.
298,نمایشنامه کمدی,نمایشنامه ی کمدی، اثر نمایشی طنزآمیزی است که با استفاده از شوخ طبعی، مسائل مختلف را نقد و یا تفسیر می کند. نمایشنامه ی کمدی اغلب از اغراق برای تلنگر زدن به جامعه بهره می گیرد. در بسیاری از آثار نمایشی کمدی، قوانین عادی اجتماعی از بین رفته اند یا کاملا واژگون شده اند و نویسنده با استفاده از طنز بر احمقانه بودن این قوانین تأکید می کند.
28,داستان علمی تخیلی,در این گونه از ادبیات، فناوری علوم امروزی و یا مربوط به آینده دستمایهٔ هنرمند و آفرینشگر قرار می گیرد. ادبیات علمی تخیلی، به آثار داستانی اطلاق می شود که به مفاهیمی خیال پردازانه از قبیل علوم و فناوری های آینده نگرانه، سفرهای فضایی، سفر در زمان، جهان های موازی و موجودات بیگانه می پردازد. داستان های علمی تخیلی، اغلب، پیامدهای احتمالی اختراعات علمی را مورد بررسی قرار می دهند و با نام «ادبیات افکار و اندیشه ها» نیز شناخته می شوند.
99,ادبیات آفریقا,قاره ی سیاه، ادبیات منحصر به فرد خود را دارد. آفریقایی ها بر طبق سنت ها و فرهنگ خود، تفاوت عمده ای میان هنر و تعلیم قائل نیستند. نویسندگان آفریقایی به جای نوشتن یا خواندن برای خلق زیبایی، از ادبیات شفاهی بی نظیر مردم خود بهره گرفته و از زیبایی به منظور انتقال اطلاعات و حقایق مهم به جامعه بهره می گیرند. به خاطر تاریخ پر فراز و نشیب این قاره، ادبیات پسا استعماری بسیار در آفریقا مورد توجه بوده است.
239,داستان اجتماعی,داستان اجتماعی، گونه ای از ادبیات است که به طور عمده، به توصیف، ارزیابی و تحلیل مسائل گوناگون اجتماعی در جوامع مختلف بشری می پردازد. این گونه از داستان ها به دلیل پرداخت مستقیم به مشکلات و قابل همزادپنداری بودن با جمع کثیری از انسان ها، از محبوبیت بالایی میان مخاطبین برخوردار است.
254,ادبیات چین,تاریخ ادبیات چین، قدمتی هزاران ساله دارد و یکی از کهن ترین خاستگاه های ادبیات در سرارسر این کره ی خاکی به حساب می آید. ادبیات مدرن چین با ترکیب سنت های گذشته با زندگی جدید به مسائلی همه گیر چون مشکلات اجتماعی، تحولات تاریخی، تغییر ارزش های اخلاقی و تنش های روزافزون زندگی پرسرعت مدرن می پردازد.
691,تجربه و هنر زندگی,با اینکه کتاب های این مجموعه فلسفی هستند اما چون فلسفی به معنای خاصی هستند، در عنوان مجموعه به جای لفظ «فلسفه» از «هنر زندگی» استفاده شده است. مجموعه هنر زندگی همچنانکه از عنوان آن هم بر می آید به دو دسته کتاب تقسیم می شود؛ کتاب های نظری «هنر زندگی» و زندگی نامه ها، زندگی نامه های شخصی، یادداشت های پراکنده و خاطراتی که صرفا تجربه زندگی هستند.(موضوعات آثار این مجموعه) مسائلی است که تقریبا همه فیلسوفان هنر، دغدغه اش را دارند: معنای زندگی، خوشبختی، نوع دوستی، سرشت بشر، فضیلت، مبانی ارزش ها، شخصیت، همزیستی مسالمت آمیز، ترس، درد، بیمای، ملال و ...
542,ماجراهای هرکول پوآرو,هرکول پوآرو کارآگاه تخیلی بلژیکی است که توسط آگاتا کریستی نویسندهٔ شهیر انگلیسی خلق شده است. او را می توان از مشهورترین شخصیت های داستانی تاریخ ادبیات دانست. او در بیش از سی داستان بلند و بیش از پنجاه داستان کوتاه به عنوان شخصیت اصلی ظاهر شده است و از این لحاظ نیز از رکوردداران است.سخن معروف پوآرو：کار درست همیشه در درون انسان انجام می شود، همه چیز بر عهده سلول های خاکستری است. هیچ وقت این سلول های کوچک را از یاد مبر دوست من.
323,ادبیات هلند,ادبیات هلند، اشتراکات زیادی با ادبیات کشورهای همسایه ی خود به خصوص بلژیک دارد. رویدادهای جنگ جهانی اول، حمله ی امپراطوری آلمان به بلژیک و مشکلات اقتصادی و سیاسی هلند، تأثیر بسزایی در شکلگیری ادبیات مدرن هلند داشته اند.
